Mobile_Name,Memory,Screen_Size,Camera,Battery,Processor,Warranty,Rating & Reviews,Selling_Price,Discount
"MOTOROLA G32 (Satin Silver, 128 GB)",8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,1 Year on Handset and 6 Months on Accessories,"29,077 Ratings&2,470 Reviews","₹11,999",36% off
"MOTOROLA g73 5G (Midnight Blue, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Battery,Mediatek Dimensity 930 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"17,943 Ratings&2,266 Reviews","₹16,999",22% off
"POCO C55 (Forest Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"21,340 Ratings&1,208 Reviews","₹8,999",35% off
"MOTOROLA G62 5G (Frosted Blue, 128 GB)",6 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 695 5G Processor,1 Year on Handset and 6 Months on Accessories,"37,026 Ratings&3,295 Reviews","₹15,499",29% off
"REDMI Note 12 (Ice Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Snapdragon 685 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"7,384 Ratings&607 Reviews","₹13,999",26% off
"realme C30 (Bamboo Green, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"59,001 Ratings&3,580 Reviews","₹6,499",30% off
"realme C30 (Lake Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"59,001 Ratings&3,580 Reviews","₹6,499",30% off
"realme C30 (Denim Black, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"1,06,139 Ratings&5,645 Reviews","₹5,999",29% off
"MOTOROLA G62 5G (Midnight Gray, 128 GB)",6 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 695 5G Processor,1 Year on Handset and 6 Months on Accessories,"37,026 Ratings&3,295 Reviews","₹15,499",29% off
GFive U873,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer warranty.,1 Year Manufacturer warranty.,"9,799 Ratings&842 Reviews",₹665,33% off
Nokia 105 ss,4 MB RAM | 4 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,800 mAh Battery,1 Year Manufacturer Warranty,N/A,1 Year Manufacturer Warranty,"79,702 Ratings&7,320 Reviews","₹1,545",3% off
"POCO X5 5G (Supernova Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"10,818 Ratings&821 Reviews","₹14,999",28% off
"realme C30 (Denim Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"59,001 Ratings&3,580 Reviews","₹6,499",30% off
Nokia 105 TA-1473 SS,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,800 mAh Lithium Ion Battery,SC6531E Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,"26,578 Ratings&1,638 Reviews","₹1,599",N/A
Micromax J22,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,1000 mAh Battery,1 Year Manufacturer warranty,N/A,1 Year Manufacturer warranty,"1,787 Ratings&113 Reviews","₹1,145",28% off
Micromax J22,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,1000 mAh Battery,1 Year Manufacturer warranty,N/A,1 Year Manufacturer warranty,"1,787 Ratings&113 Reviews","₹1,147",28% off
"Infinix Note 12 Pro 5G (Force Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,108MP + 2MP (Depth) + 2MP (Macro) | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,Mediatek Dimensity 810 5G Processor,1 Year on Handset and 6 Months on Accessories,"29,548 Ratings&3,396 Reviews","₹15,999",36% off
"realme C55 (Rainy Night, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"17,043 Ratings&946 Reviews","₹13,999",12% off
"realme C55 (Rainforest, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"11,164 Ratings&720 Reviews","₹11,999",14% off
"realme C55 (Sunshower, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"54,069 Ratings&3,094 Reviews","₹10,999",15% off
"realme C55 (Rainforest, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"17,043 Ratings&946 Reviews","₹13,999",12% off
"realme C55 (Sunshower, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"17,043 Ratings&946 Reviews","₹13,999",12% off
"realme C55 (Sunshower, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"11,164 Ratings&720 Reviews","₹11,999",14% off
"realme C55 (Rainy Night, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"11,164 Ratings&720 Reviews","₹11,999",14% off
"realme C55 (Rainforest, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"54,069 Ratings&3,094 Reviews","₹10,999",15% off
"realme C55 (Rainy Night, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"54,069 Ratings&3,094 Reviews","₹10,999",15% off
"REDMI A1+ (Black, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio A22 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"7,768 Ratings&323 Reviews","₹6,299",37% off
itel It2171,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1000 mAh Battery,"100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories","100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories","6,127 Ratings&495 Reviews",₹999,28% off
"MOTOROLA G62 5G (Midnight Gray, 128 GB)",8 GB RAM | 128 GB ROM,41.94 cm (16.51 cm) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 695 5G Processor,1 Year on Handset and 6 Months on Accessories,"17,750 Ratings&1,573 Reviews","₹16,499",34% off
itel It2171,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1000 mAh Battery,"100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories","100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories","6,127 Ratings&495 Reviews",₹999,28% off
"Infinix Note 12 Pro 5G (Snowfall, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,108MP + 2MP (Depth) + 2MP (Macro) | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,Mediatek Dimensity 810 5G Processor,1 Year on Handset and 6 Months on Accessories,"29,548 Ratings&3,396 Reviews","₹15,999",36% off
"MOTOROLA Edge 40 (Eclipse Black, 256 GB)",8 GB RAM | 256 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,4400 mAh Battery,Dimensity 8020 Processor,1 Year Handset and 6 Months Accessories,"7,954 Ratings&1,403 Reviews","₹29,999",14% off
"MOTOROLA G62 5G (Frosted Blue, 128 GB)",8 GB RAM | 128 GB ROM,41.94 cm (16.51 cm) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 695 5G Processor,1 Year on Handset and 6 Months on Accessories,"17,750 Ratings&1,573 Reviews","₹16,499",34% off
"REDMI A1+ (Light Green, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio A22 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"7,768 Ratings&323 Reviews","₹6,299",37% off
I Kall K29,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,2500 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"11,041 Ratings&1,496 Reviews",₹906,37% off
"REDMI Note 12 (Sunrise Gold, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Snapdragon 685 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"7,384 Ratings&607 Reviews","₹13,999",26% off
"POCO X5 Pro 5G (Horizon Blue, 256 GB)",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 778G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"9,483 Ratings&972 Reviews","₹22,999",20% off
Snexian GURU 310,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) NA Display,1.3MP Rear Camera,800 mAh Battery,1 Year Warranty,1 Year Warranty,"20,267 Ratings&1,611 Reviews",₹675,32% off
A10E,4 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,800 mAh Battery,2 Years Domestic Replacement Warranty,N/A,2 Years Domestic Replacement Warranty,719 Ratings&46 Reviews,"₹1,299",18% off
A10E,4 MB RAM | 32 MB ROM | Expandable Upto 64 GB,4.57 cm (1.8 inch) Display,800 mAh Battery,2 Years Domestic Replacement Warranty,N/A,2 Years Domestic Replacement Warranty,719 Ratings&46 Reviews,"₹1,299",18% off
"MOTOROLA g73 5G (Lucent White, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Battery,Mediatek Dimensity 930 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"17,943 Ratings&2,266 Reviews","₹16,999",22% off
Kechaoda K112,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,3600 mAh Battery,1 Year Manufacturer Warranty,1 Year Manufacturer Warranty,"22,372 Ratings&2,289 Reviews","₹1,499",16% off
"realme 10 (Clash White, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Mediatek Helio G99 Octa Core Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"6,135 Ratings&414 Reviews","₹15,499",22% off
"REDMI Note 12 (Lunar Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Snapdragon 685 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"7,384 Ratings&607 Reviews","₹13,999",26% off
"realme 10 (Rush Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Mediatek Helio G99 Octa Core Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"13,950 Ratings&1,057 Reviews","₹11,999",25% off
"POCO X5 5G (Jaguar Black, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"3,668 Ratings&292 Reviews","₹16,999",29% off
PHILIPS Xenium E209,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.08MP Rear Camera,1000 mAh Li-ion Battery,1 Year Warranty on Mobile and 6 Months on Battery,1 Year Warranty on Mobile and 6 Months on Battery,"1,252 Ratings&118 Reviews","₹1,290",56% off
itel MagicX Pro (4G Hotspot),64 MB RAM | 128 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2500 mAh Battery,2 years warranty on mobile device & 6 months on accessories.,2 years warranty on mobile device & 6 months on accessories.,"2,597 Ratings&301 Reviews","₹2,345",26% off
Nokia 105 TA-1459 DS,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,800 mAh Lithium Ion Battery,SC6531E Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,"4,607 Ratings&282 Reviews","₹1,299",18% off
GFive U220+,32 MB RAM | 32 ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer warranty.,1 Year Manufacturer warranty.,"5,279 Ratings&569 Reviews",₹725,27% off
"REDMI 10 (Pacific Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"41,149 Ratings&2,684 Reviews","₹10,999",35% off
"MOTOROLA Edge 40 (Nebula Green, 256 GB)",8 GB RAM | 256 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,4400 mAh Battery,Dimensity 8020 Processor,1 Year Handset and 6 Months Accessories,"5,129 Ratings&980 Reviews","₹29,999",14% off
"REDMI A1+ (Black, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio A22 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"7,768 Ratings&323 Reviews","₹6,299",37% off
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,"Exynos 1330, Octa Core Processor",1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"8,575 Ratings&668 Reviews","₹12,990",25% off
"realme 10 (Clash White, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Mediatek Helio G99 Octa Core Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"13,950 Ratings&1,057 Reviews","₹11,999",25% off
"REDMI A1+ (Light Blue, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio A22 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"7,768 Ratings&323 Reviews","₹6,299",37% off
Kechaoda K66 The Music House 4,32 MB RAM | 64 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,1.3MP Rear Camera,400 mAh Battery,1 Year Brand Service Center Warranty,1 Year Brand Service Center Warranty,"17,968 Ratings&1,310 Reviews","₹1,199",40% off
"realme 10 (Rush Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Mediatek Helio G99 Octa Core Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"6,135 Ratings&414 Reviews","₹15,499",22% off
LAVA Hero 600i,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,620 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,N/A,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"1,101 Ratings&63 Reviews",₹899,25% off
"POCO X5 5G (Supernova Green, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"3,668 Ratings&292 Reviews","₹16,999",29% off
"POCO X5 5G (Wildcat Blue, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"3,668 Ratings&292 Reviews","₹16,999",29% off
GFive U707,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,950 mAh Battery,1 Year Manufacturer warranty.,1 Year Manufacturer warranty.,"13,133 Ratings&1,221 Reviews",₹725,27% off
GFive U707,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer warranty.,1 Year Manufacturer warranty.,"13,133 Ratings&1,221 Reviews",₹725,27% off
Nokia 150 DS 2020,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1020 mAh Lithium-ion Battery,MediaTek Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"23,992 Ratings&1,808 Reviews","₹2,615",12% off
LAVA Hero 600i,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,620 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,N/A,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"1,101 Ratings&63 Reviews",₹899,25% off
"realme 10 Pro 5G (Nebula Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"29,730 Ratings&2,153 Reviews","₹18,999",9% off
"realme 10 Pro 5G (Dark Matter, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"22,309 Ratings&1,723 Reviews","₹19,999",13% off
